2015.02.25 16:09:15.493 | CPU ?? RAM 37 | INFO     | Thread 4188  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 16:09:15.493 | CPU ?? RAM 37 | INFO     | Thread 4188  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 16:09:16.417 | CPU ?? RAM 38 | INFO     | Thread 2656  | daq                  | DAQ initializing     | 
2015.02.25 16:09:16.417 | CPU ?? RAM 38 | INFO     | Thread 2656  | daq                  | DAQ initializing     | 
2015.02.25 16:09:16.417 | CPU ?? RAM 38 | INFO     | Thread 1360  | daq                  | DAQ initializing     | 
2015.02.25 16:09:16.578 | CPU ?? RAM 38 | INFO     | Thread 3368  | MicroHR              | MicroHR initializing | 
2015.02.25 16:09:16.711 | CPU ?? RAM 38 | INFO     | Thread 4188  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 16:17:29.719 | CPU 65 RAM 38 | INFO     | Thread 4188  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 16:17:29.723 | CPU 65 RAM 38 | INFO     | Thread 4188  | InGaAs               | InGaAs shutdown      | 
2015.02.25 16:17:29.743 | CPU 65 RAM 38 | INFO     | Thread 4188  | daq                  | DAQ shutdown         | 
2015.02.25 16:17:29.753 | CPU 65 RAM 38 | INFO     | Thread 4188  | MicroHR              | MicroHR shutdown     | 
