2015.02.25 16:17:32.815 | CPU ?? RAM 37 | INFO     | Thread 2640  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 16:17:32.816 | CPU ?? RAM 37 | INFO     | Thread 2640  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 16:17:33.750 | CPU ?? RAM 37 | INFO     | Thread 7432  | daq                  | DAQ initializing     | 
2015.02.25 16:17:33.750 | CPU ?? RAM 37 | INFO     | Thread 7432  | daq                  | DAQ initializing     | 
2015.02.25 16:17:33.752 | CPU ?? RAM 37 | INFO     | Thread 2028  | daq                  | DAQ initializing     | 
2015.02.25 16:17:33.885 | CPU ?? RAM 37 | INFO     | Thread 6292  | MicroHR              | MicroHR initializing | 
2015.02.25 16:17:33.987 | CPU ?? RAM 38 | INFO     | Thread 2640  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 16:20:00.960 | CPU 18 RAM 38 | INFO     | Thread 2640  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 16:20:00.963 | CPU 18 RAM 38 | INFO     | Thread 2640  | InGaAs               | InGaAs shutdown      | 
2015.02.25 16:20:00.976 | CPU 18 RAM 38 | INFO     | Thread 2640  | daq                  | DAQ shutdown         | 
2015.02.25 16:20:01.000 | CPU 18 RAM 38 | INFO     | Thread 2640  | MicroHR              | MicroHR shutdown     | 
