2015.02.25 10:40:08.128 | CPU ?? RAM 37 | INFO     | Thread 7144  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 10:40:08.130 | CPU ?? RAM 37 | INFO     | Thread 7144  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 10:40:09.062 | CPU ?? RAM 37 | INFO     | Thread 7820  | InGaAs               | InGaAs initializing  | 
2015.02.25 10:40:09.062 | CPU ?? RAM 37 | INFO     | Thread 7820  | InGaAs               | InGaAs initializing  | 
2015.02.25 10:40:09.063 | CPU ?? RAM 37 | INFO     | Thread 7700  | daq                  | DAQ initializing     | 
2015.02.25 10:40:09.407 | CPU ?? RAM 38 | INFO     | Thread 7788  | MicroHR              | MicroHR initializing | 
2015.02.25 10:40:09.417 | CPU ?? RAM 38 | INFO     | Thread 7144  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 10:40:10.592 | CPU ?? RAM 38 | INFO     | Thread 7144  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 10:40:10.595 | CPU ?? RAM 38 | INFO     | Thread 7144  | InGaAs               | InGaAs shutdown      | 
2015.02.25 10:40:10.605 | CPU ?? RAM 38 | INFO     | Thread 7144  | daq                  | DAQ shutdown         | 
2015.02.25 10:40:10.635 | CPU ?? RAM 38 | INFO     | Thread 7144  | MicroHR              | MicroHR shutdown     | 
2015.02.25 10:40:20.640 | CPU ?? RAM 38 | WARNING  | Thread 7144  | MicroHR              | Wait until done timed out | timeout set to 10 seconds
