2015.02.26 10:51:16.894 | CPU ?? RAM 38 | INFO     | Thread 6308  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.26 10:51:16.895 | CPU ?? RAM 38 | INFO     | Thread 6308  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.26 10:51:17.861 | CPU ?? RAM 38 | INFO     | Thread 5168  | InGaAs               | InGaAs initializing  | 
2015.02.26 10:51:17.861 | CPU ?? RAM 38 | INFO     | Thread 5168  | InGaAs               | InGaAs initializing  | 
2015.02.26 10:51:17.864 | CPU ?? RAM 38 | INFO     | Thread 2392  | daq                  | DAQ initializing     | 
2015.02.26 10:51:18.003 | CPU ?? RAM 38 | INFO     | Thread 7448  | MicroHR              | MicroHR initializing | 
2015.02.26 10:51:18.032 | CPU ?? RAM 38 | INFO     | Thread 6308  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.26 11:08:13.492 | CPU 27 RAM 39 | INFO     | Thread 6308  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.26 11:08:13.496 | CPU 27 RAM 39 | INFO     | Thread 6308  | InGaAs               | InGaAs shutdown      | 
2015.02.26 11:08:13.599 | CPU 27 RAM 39 | INFO     | Thread 6308  | daq                  | DAQ shutdown         | 
2015.02.26 11:08:13.611 | CPU 27 RAM 39 | INFO     | Thread 6308  | MicroHR              | MicroHR shutdown     | 
