2015.02.25 10:29:34.575 | CPU ?? RAM 34 | INFO     | Thread 7724  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 10:29:34.575 | CPU ?? RAM 34 | INFO     | Thread 7724  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 10:29:35.497 | CPU ?? RAM 35 | INFO     | Thread 7968  | daq                  | DAQ initializing     | 
2015.02.25 10:29:35.497 | CPU ?? RAM 35 | INFO     | Thread 7968  | daq                  | DAQ initializing     | 
2015.02.25 10:29:35.499 | CPU ?? RAM 35 | INFO     | Thread 4852  | daq                  | DAQ initializing     | 
2015.02.25 10:29:35.865 | CPU ?? RAM 35 | INFO     | Thread 3364  | MicroHR              | MicroHR initializing | 
2015.02.25 10:29:35.874 | CPU ?? RAM 35 | INFO     | Thread 7724  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 10:29:47.819 | CPU 10 RAM 35 | INFO     | Thread 7724  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 10:29:47.825 | CPU 10 RAM 35 | INFO     | Thread 7724  | InGaAs               | InGaAs shutdown      | 
2015.02.25 10:29:47.832 | CPU 10 RAM 35 | INFO     | Thread 7724  | daq                  | DAQ shutdown         | 
2015.02.25 10:29:47.864 | CPU 10 RAM 35 | INFO     | Thread 7724  | MicroHR              | MicroHR shutdown     | 
2015.02.25 10:29:57.868 | CPU 10 RAM 35 | WARNING  | Thread 7724  | MicroHR              | Wait until done timed out | timeout set to 10 seconds
