2015.02.25 11:01:13.818 | CPU ?? RAM 37 | INFO     | Thread 5828  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 11:01:13.819 | CPU ?? RAM 37 | INFO     | Thread 5828  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 11:01:14.971 | CPU ?? RAM 38 | INFO     | Thread 1100  | daq                  | DAQ initializing     | 
2015.02.25 11:01:14.971 | CPU ?? RAM 38 | INFO     | Thread 1100  | daq                  | DAQ initializing     | 
2015.02.25 11:01:14.971 | CPU ?? RAM 38 | INFO     | Thread 6604  | daq                  | DAQ initializing     | 
2015.02.25 11:01:15.272 | CPU ?? RAM 38 | INFO     | Thread 6132  | MicroHR              | MicroHR initializing | 
2015.02.25 11:01:15.282 | CPU ?? RAM 38 | INFO     | Thread 5828  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 11:01:29.816 | CPU 12 RAM 38 | INFO     | Thread 5828  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 11:01:29.822 | CPU 12 RAM 38 | INFO     | Thread 5828  | InGaAs               | InGaAs shutdown      | 
2015.02.25 11:01:29.829 | CPU 12 RAM 38 | INFO     | Thread 5828  | daq                  | DAQ shutdown         | 
2015.02.25 11:01:29.867 | CPU 12 RAM 38 | INFO     | Thread 5828  | MicroHR              | MicroHR shutdown     | 
