2015.02.26 10:21:28.168 | CPU ?? RAM 34 | INFO     | Thread 7312  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.26 10:21:28.171 | CPU ?? RAM 34 | INFO     | Thread 7312  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.26 10:21:29.101 | CPU ?? RAM 35 | INFO     | Thread 5944  | daq                  | DAQ initializing     | 
2015.02.26 10:21:29.101 | CPU ?? RAM 35 | INFO     | Thread 5944  | daq                  | DAQ initializing     | 
2015.02.26 10:21:29.101 | CPU ?? RAM 35 | INFO     | Thread 7664  | daq                  | DAQ initializing     | 
2015.02.26 10:21:29.249 | CPU ?? RAM 35 | INFO     | Thread 7964  | MicroHR              | MicroHR initializing | 
2015.02.26 10:21:29.293 | CPU ?? RAM 35 | INFO     | Thread 7312  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.26 10:27:49.375 | CPU 01 RAM 35 | INFO     | Thread 7312  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.26 10:27:49.380 | CPU 01 RAM 35 | INFO     | Thread 7312  | InGaAs               | InGaAs shutdown      | 
2015.02.26 10:27:49.456 | CPU 01 RAM 35 | INFO     | Thread 7312  | daq                  | DAQ shutdown         | 
2015.02.26 10:27:49.466 | CPU 01 RAM 35 | INFO     | Thread 7312  | MicroHR              | MicroHR shutdown     | 
