2015.02.25 11:48:37.861 | CPU ?? RAM 39 | INFO     | Thread 2924  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 11:48:37.864 | CPU ?? RAM 39 | INFO     | Thread 2924  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 11:48:38.773 | CPU ?? RAM 39 | INFO     | Thread 7496  | InGaAs               | InGaAs initializing  | 
2015.02.25 11:48:38.773 | CPU ?? RAM 39 | INFO     | Thread 4928  | InGaAs               | InGaAs initializing  | 
2015.02.25 11:48:38.773 | CPU ?? RAM 39 | INFO     | Thread 7496  | InGaAs               | InGaAs initializing  | 
2015.02.25 11:48:38.773 | CPU ?? RAM 39 | INFO     | Thread 4928  | InGaAs               | InGaAs initializing  | 
2015.02.25 11:48:39.092 | CPU ?? RAM 39 | INFO     | Thread 6676  | MicroHR              | MicroHR initializing | 
2015.02.25 11:48:39.107 | CPU ?? RAM 39 | INFO     | Thread 2924  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 11:48:41.456 | CPU ?? RAM 39 | INFO     | Thread 2924  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 11:48:41.460 | CPU ?? RAM 39 | INFO     | Thread 2924  | InGaAs               | InGaAs shutdown      | 
2015.02.25 11:48:41.469 | CPU ?? RAM 39 | INFO     | Thread 2924  | daq                  | DAQ shutdown         | 
2015.02.25 11:48:41.506 | CPU ?? RAM 39 | INFO     | Thread 2924  | MicroHR              | MicroHR shutdown     | 
