2015.02.26 10:18:35.352 | CPU ?? RAM 38 | INFO     | Thread 5820  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.26 10:18:35.354 | CPU ?? RAM 38 | INFO     | Thread 5820  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.26 10:18:36.275 | CPU ?? RAM 38 | INFO     | Thread 6900  | daq                  | DAQ initializing     | 
2015.02.26 10:18:36.275 | CPU ?? RAM 38 | INFO     | Thread 6900  | daq                  | DAQ initializing     | 
2015.02.26 10:18:36.275 | CPU ?? RAM 38 | INFO     | Thread 8148  | daq                  | DAQ initializing     | 
2015.02.26 10:18:36.562 | CPU ?? RAM 38 | INFO     | Thread 6064  | MicroHR              | MicroHR initializing | 
2015.02.26 10:18:36.569 | CPU ?? RAM 38 | INFO     | Thread 5820  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.26 10:18:59.420 | CPU 49 RAM 38 | INFO     | Thread 5820  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.26 10:18:59.424 | CPU 49 RAM 38 | INFO     | Thread 5820  | InGaAs               | InGaAs shutdown      | 
2015.02.26 10:18:59.500 | CPU 49 RAM 38 | INFO     | Thread 5820  | daq                  | DAQ shutdown         | 
2015.02.26 10:18:59.507 | CPU 49 RAM 38 | INFO     | Thread 5820  | MicroHR              | MicroHR shutdown     | 
