2015.02.25 20:14:49.461 | CPU ?? RAM 37 | INFO     | Thread 6972  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 20:14:49.463 | CPU ?? RAM 37 | INFO     | Thread 6972  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 20:14:50.604 | CPU ?? RAM 38 | INFO     | Thread 7448  | InGaAs               | InGaAs initializing  | 
2015.02.25 20:14:50.604 | CPU ?? RAM 38 | INFO     | Thread 7448  | InGaAs               | InGaAs initializing  | 
2015.02.25 20:14:50.604 | CPU ?? RAM 38 | INFO     | Thread 1316  | InGaAs               | InGaAs initializing  | 
2015.02.25 20:14:50.793 | CPU ?? RAM 38 | INFO     | Thread 5804  | MicroHR              | MicroHR initializing | 
2015.02.25 20:14:50.897 | CPU ?? RAM 38 | INFO     | Thread 6972  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 20:16:51.644 | CPU 20 RAM 38 | INFO     | Thread 6972  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 20:16:51.648 | CPU 20 RAM 38 | INFO     | Thread 6972  | InGaAs               | InGaAs shutdown      | 
2015.02.25 20:16:51.763 | CPU 20 RAM 38 | INFO     | Thread 6972  | daq                  | DAQ shutdown         | 
2015.02.25 20:16:51.775 | CPU 20 RAM 38 | INFO     | Thread 6972  | MicroHR              | MicroHR shutdown     | 
