2015.02.25 12:35:50.476 | CPU ?? RAM 35 | INFO     | Thread 6696  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 12:35:50.477 | CPU ?? RAM 35 | INFO     | Thread 6696  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 12:35:51.400 | CPU ?? RAM 35 | INFO     | Thread 7900  | daq                  | DAQ initializing     | 
2015.02.25 12:35:51.404 | CPU ?? RAM 35 | INFO     | Thread 4080  | InGaAs               | InGaAs initializing  | 
2015.02.25 12:35:51.762 | CPU ?? RAM 35 | INFO     | Thread 6696  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 12:35:51.762 | CPU ?? RAM 35 | INFO     | Thread 6696  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 12:35:51.763 | CPU ?? RAM 35 | INFO     | Thread 1204  | MicroHR              | MicroHR initializing | 
2015.02.25 12:35:54.500 | CPU ?? RAM 36 | INFO     | Thread 6696  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 12:35:54.503 | CPU ?? RAM 36 | INFO     | Thread 6696  | InGaAs               | InGaAs shutdown      | 
2015.02.25 12:35:54.509 | CPU ?? RAM 36 | INFO     | Thread 6696  | daq                  | DAQ shutdown         | 
2015.02.25 12:35:54.542 | CPU ?? RAM 36 | INFO     | Thread 6696  | MicroHR              | MicroHR shutdown     | 
