2015.02.25 15:12:06.174 | CPU ?? RAM 38 | INFO     | Thread 7216  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 15:12:06.176 | CPU ?? RAM 38 | INFO     | Thread 7216  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 15:12:07.099 | CPU ?? RAM 39 | INFO     | Thread 6864  | InGaAs               | InGaAs initializing  | 
2015.02.25 15:12:07.099 | CPU ?? RAM 39 | INFO     | Thread 6864  | InGaAs               | InGaAs initializing  | 
2015.02.25 15:12:07.101 | CPU ?? RAM 39 | INFO     | Thread 5180  | daq                  | DAQ initializing     | 
2015.02.25 15:12:07.467 | CPU ?? RAM 39 | INFO     | Thread 1068  | MicroHR              | MicroHR initializing | 
2015.02.25 15:12:07.487 | CPU ?? RAM 39 | INFO     | Thread 7216  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 15:13:37.312 | CPU 11 RAM 39 | INFO     | Thread 7216  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 15:13:37.318 | CPU 11 RAM 39 | INFO     | Thread 7216  | InGaAs               | InGaAs shutdown      | 
2015.02.25 15:13:37.338 | CPU 11 RAM 39 | INFO     | Thread 7216  | daq                  | DAQ shutdown         | 
2015.02.25 15:13:37.368 | CPU 11 RAM 39 | INFO     | Thread 7216  | MicroHR              | MicroHR shutdown     | 
