2015.02.25 11:55:07.944 | CPU ?? RAM 39 | INFO     | Thread 7960  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 11:55:07.946 | CPU ?? RAM 39 | INFO     | Thread 7960  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 11:55:08.877 | CPU ?? RAM 39 | INFO     | Thread 7988  | InGaAs               | InGaAs initializing  | 
2015.02.25 11:55:08.877 | CPU ?? RAM 39 | INFO     | Thread 7988  | InGaAs               | InGaAs initializing  | 
2015.02.25 11:55:08.878 | CPU ?? RAM 39 | INFO     | Thread 6272  | daq                  | DAQ initializing     | 
2015.02.25 11:55:09.190 | CPU ?? RAM 39 | INFO     | Thread 5780  | MicroHR              | MicroHR initializing | 
2015.02.25 11:55:09.206 | CPU ?? RAM 39 | INFO     | Thread 7960  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 11:55:13.917 | CPU ?? RAM 39 | INFO     | Thread 7960  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 11:55:13.921 | CPU ?? RAM 39 | INFO     | Thread 7960  | InGaAs               | InGaAs shutdown      | 
2015.02.25 11:55:13.927 | CPU ?? RAM 39 | INFO     | Thread 7960  | daq                  | DAQ shutdown         | 
2015.02.25 11:55:13.961 | CPU ?? RAM 39 | INFO     | Thread 7960  | MicroHR              | MicroHR shutdown     | 
