2015.02.26 11:43:27.842 | CPU ?? RAM 38 | INFO     | Thread 3332  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.26 11:43:27.844 | CPU ?? RAM 38 | INFO     | Thread 3332  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.26 11:43:28.782 | CPU ?? RAM 38 | INFO     | Thread 7972  | daq                  | DAQ initializing     | 
2015.02.26 11:43:28.782 | CPU ?? RAM 38 | INFO     | Thread 7972  | daq                  | DAQ initializing     | 
2015.02.26 11:43:28.782 | CPU ?? RAM 38 | INFO     | Thread 7376  | daq                  | DAQ initializing     | 
2015.02.26 11:43:29.033 | CPU ?? RAM 38 | INFO     | Thread 3332  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.26 11:43:29.033 | CPU ?? RAM 38 | INFO     | Thread 3332  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.26 11:43:29.069 | CPU ?? RAM 38 | INFO     | Thread 6284  | MicroHR              | MicroHR initializing | 
2015.02.26 11:54:30.328 | CPU 34 RAM 39 | INFO     | Thread 3332  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.26 11:54:30.332 | CPU 34 RAM 38 | INFO     | Thread 3332  | InGaAs               | InGaAs shutdown      | 
2015.02.26 11:54:30.405 | CPU 34 RAM 38 | INFO     | Thread 3332  | daq                  | DAQ shutdown         | 
2015.02.26 11:54:30.421 | CPU 34 RAM 38 | INFO     | Thread 3332  | MicroHR              | MicroHR shutdown     | 
