2015.02.25 20:13:47.334 | CPU ?? RAM 37 | INFO     | Thread 7508  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 20:13:47.335 | CPU ?? RAM 37 | INFO     | Thread 7508  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 20:13:48.279 | CPU ?? RAM 38 | INFO     | Thread 5868  | daq                  | DAQ initializing     | 
2015.02.25 20:13:48.279 | CPU ?? RAM 38 | INFO     | Thread 5868  | daq                  | DAQ initializing     | 
2015.02.25 20:13:48.279 | CPU ?? RAM 38 | INFO     | Thread 3368  | daq                  | DAQ initializing     | 
2015.02.25 20:13:48.279 | CPU ?? RAM 38 | INFO     | Thread 3368  | daq                  | DAQ initializing     | 
2015.02.25 20:13:48.513 | CPU ?? RAM 38 | INFO     | Thread 7508  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 20:13:48.654 | CPU ?? RAM 38 | INFO     | Thread 4572  | MicroHR              | MicroHR initializing | 
2015.02.25 20:13:57.395 | CPU ?? RAM 38 | INFO     | Thread 7508  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 20:13:57.407 | CPU ?? RAM 38 | INFO     | Thread 7508  | InGaAs               | InGaAs shutdown      | 
2015.02.25 20:13:57.503 | CPU ?? RAM 38 | INFO     | Thread 7508  | daq                  | DAQ shutdown         | 
2015.02.25 20:13:57.513 | CPU ?? RAM 38 | INFO     | Thread 7508  | MicroHR              | MicroHR shutdown     | 
