2015.02.25 13:18:15.963 | CPU ?? RAM 38 | INFO     | Thread 6692  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 13:18:15.964 | CPU ?? RAM 38 | INFO     | Thread 6692  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 13:18:16.913 | CPU ?? RAM 38 | INFO     | Thread 5792  | InGaAs               | InGaAs initializing  | 
2015.02.25 13:18:16.913 | CPU ?? RAM 38 | INFO     | Thread 5792  | InGaAs               | InGaAs initializing  | 
2015.02.25 13:18:16.914 | CPU ?? RAM 38 | INFO     | Thread 5680  | daq                  | DAQ initializing     | 
2015.02.25 13:18:17.246 | CPU ?? RAM 38 | INFO     | Thread 4440  | MicroHR              | MicroHR initializing | 
2015.02.25 13:18:17.266 | CPU ?? RAM 38 | INFO     | Thread 6692  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 13:18:35.082 | CPU 18 RAM 39 | INFO     | Thread 6692  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 13:18:35.088 | CPU 18 RAM 39 | INFO     | Thread 6692  | InGaAs               | InGaAs shutdown      | 
2015.02.25 13:18:35.095 | CPU 18 RAM 39 | INFO     | Thread 6692  | daq                  | DAQ shutdown         | 
2015.02.25 13:18:35.142 | CPU 18 RAM 39 | INFO     | Thread 6692  | MicroHR              | MicroHR shutdown     | 
