2015.02.25 20:27:47.454 | CPU ?? RAM 37 | INFO     | Thread 4064  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 20:27:47.457 | CPU ?? RAM 37 | INFO     | Thread 4064  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 20:27:48.418 | CPU ?? RAM 38 | INFO     | Thread 3468  | daq                  | DAQ initializing     | 
2015.02.25 20:27:48.418 | CPU ?? RAM 38 | INFO     | Thread 7852  | daq                  | DAQ initializing     | 
2015.02.25 20:27:48.418 | CPU ?? RAM 38 | INFO     | Thread 3468  | daq                  | DAQ initializing     | 
2015.02.25 20:27:48.418 | CPU ?? RAM 38 | INFO     | Thread 7852  | daq                  | DAQ initializing     | 
2015.02.25 20:27:48.719 | CPU ?? RAM 38 | INFO     | Thread 8096  | MicroHR              | MicroHR initializing | 
2015.02.25 20:27:48.736 | CPU ?? RAM 38 | INFO     | Thread 4064  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 20:28:06.257 | CPU 51 RAM 38 | INFO     | Thread 4064  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 20:28:06.263 | CPU 51 RAM 38 | INFO     | Thread 4064  | InGaAs               | InGaAs shutdown      | 
2015.02.25 20:28:06.352 | CPU 51 RAM 38 | INFO     | Thread 4064  | daq                  | DAQ shutdown         | 
2015.02.25 20:28:06.361 | CPU 51 RAM 38 | INFO     | Thread 4064  | MicroHR              | MicroHR shutdown     | 
