2015.02.25 10:54:47.825 | CPU ?? RAM 37 | INFO     | Thread 7712  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 10:54:47.826 | CPU ?? RAM 37 | INFO     | Thread 7712  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 10:54:48.753 | CPU ?? RAM 37 | INFO     | Thread 4992  | InGaAs               | InGaAs initializing  | 
2015.02.25 10:54:48.753 | CPU ?? RAM 37 | INFO     | Thread 4992  | InGaAs               | InGaAs initializing  | 
2015.02.25 10:54:48.755 | CPU ?? RAM 37 | INFO     | Thread 6740  | daq                  | DAQ initializing     | 
2015.02.25 10:54:49.125 | CPU ?? RAM 38 | INFO     | Thread 3104  | MicroHR              | MicroHR initializing | 
2015.02.25 10:54:49.137 | CPU ?? RAM 38 | INFO     | Thread 7712  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 10:54:56.739 | CPU ?? RAM 38 | INFO     | Thread 7712  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 10:54:56.749 | CPU ?? RAM 38 | INFO     | Thread 7712  | InGaAs               | InGaAs shutdown      | 
2015.02.25 10:54:56.759 | CPU ?? RAM 38 | INFO     | Thread 7712  | daq                  | DAQ shutdown         | 
2015.02.25 10:54:56.790 | CPU ?? RAM 38 | INFO     | Thread 7712  | MicroHR              | MicroHR shutdown     | 
