2015.02.25 11:25:07.177 | CPU ?? RAM 39 | INFO     | Thread 7868  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 11:25:07.177 | CPU ?? RAM 39 | INFO     | Thread 7868  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 11:25:08.134 | CPU ?? RAM 39 | INFO     | Thread 6596  | daq                  | DAQ initializing     | 
2015.02.25 11:25:08.134 | CPU ?? RAM 39 | INFO     | Thread 6596  | daq                  | DAQ initializing     | 
2015.02.25 11:25:08.134 | CPU ?? RAM 39 | INFO     | Thread 6588  | daq                  | DAQ initializing     | 
2015.02.25 11:25:08.470 | CPU ?? RAM 39 | INFO     | Thread 2012  | MicroHR              | MicroHR initializing | 
2015.02.25 11:25:08.483 | CPU ?? RAM 39 | INFO     | Thread 7868  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 11:25:14.684 | CPU ?? RAM 40 | INFO     | Thread 7868  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 11:25:14.688 | CPU ?? RAM 40 | INFO     | Thread 7868  | InGaAs               | InGaAs shutdown      | 
2015.02.25 11:25:14.697 | CPU ?? RAM 40 | INFO     | Thread 7868  | daq                  | DAQ shutdown         | 
2015.02.25 11:25:14.727 | CPU ?? RAM 40 | INFO     | Thread 7868  | MicroHR              | MicroHR shutdown     | 
