2015.02.25 12:29:47.884 | CPU ?? RAM 35 | INFO     | Thread 7304  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 12:29:47.884 | CPU ?? RAM 35 | INFO     | Thread 7304  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 12:29:48.811 | CPU ?? RAM 35 | INFO     | Thread 8060  | InGaAs               | InGaAs initializing  | 
2015.02.25 12:29:48.811 | CPU ?? RAM 35 | INFO     | Thread 8060  | InGaAs               | InGaAs initializing  | 
2015.02.25 12:29:48.812 | CPU ?? RAM 35 | INFO     | Thread 5704  | daq                  | DAQ initializing     | 
2015.02.25 12:29:49.125 | CPU ?? RAM 35 | INFO     | Thread 7972  | MicroHR              | MicroHR initializing | 
2015.02.25 12:29:49.142 | CPU ?? RAM 35 | INFO     | Thread 7304  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 12:29:59.308 | CPU 15 RAM 36 | INFO     | Thread 7304  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 12:29:59.311 | CPU 15 RAM 36 | INFO     | Thread 7304  | InGaAs               | InGaAs shutdown      | 
2015.02.25 12:29:59.315 | CPU 15 RAM 36 | INFO     | Thread 7304  | daq                  | DAQ shutdown         | 
2015.02.25 12:29:59.348 | CPU 15 RAM 36 | INFO     | Thread 7304  | MicroHR              | MicroHR shutdown     | 
