2015.02.25 16:25:45.875 | CPU ?? RAM 37 | INFO     | Thread 6368  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 16:25:45.877 | CPU ?? RAM 37 | INFO     | Thread 6368  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 16:25:46.805 | CPU ?? RAM 37 | INFO     | Thread 5964  | InGaAs               | InGaAs initializing  | 
2015.02.25 16:25:46.805 | CPU ?? RAM 37 | INFO     | Thread 5964  | InGaAs               | InGaAs initializing  | 
2015.02.25 16:25:46.805 | CPU ?? RAM 37 | INFO     | Thread 3044  | daq                  | DAQ initializing     | 
2015.02.25 16:25:46.970 | CPU ?? RAM 37 | INFO     | Thread 6448  | MicroHR              | MicroHR initializing | 
2015.02.25 16:25:46.982 | CPU ?? RAM 38 | INFO     | Thread 6368  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 16:34:36.289 | CPU 61 RAM 38 | INFO     | Thread 6368  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 16:34:36.292 | CPU 61 RAM 38 | INFO     | Thread 6368  | InGaAs               | InGaAs shutdown      | 
2015.02.25 16:34:36.318 | CPU 61 RAM 38 | INFO     | Thread 6368  | daq                  | DAQ shutdown         | 
2015.02.25 16:34:36.339 | CPU 61 RAM 38 | INFO     | Thread 6368  | MicroHR              | MicroHR shutdown     | 
