2015.02.26 11:40:31.966 | CPU ?? RAM 38 | INFO     | Thread 4156  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.26 11:40:31.967 | CPU ?? RAM 38 | INFO     | Thread 4156  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.26 11:40:33.046 | CPU ?? RAM 38 | INFO     | Thread 4280  | daq                  | DAQ initializing     | 
2015.02.26 11:40:33.046 | CPU ?? RAM 38 | INFO     | Thread 4280  | daq                  | DAQ initializing     | 
2015.02.26 11:40:33.046 | CPU ?? RAM 38 | INFO     | Thread 7428  | daq                  | DAQ initializing     | 
2015.02.26 11:40:33.247 | CPU ?? RAM 38 | INFO     | Thread 6656  | MicroHR              | MicroHR initializing | 
2015.02.26 11:40:33.289 | CPU ?? RAM 38 | INFO     | Thread 4156  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.26 11:43:26.398 | CPU 57 RAM 38 | INFO     | Thread 4156  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.26 11:43:26.401 | CPU 57 RAM 38 | INFO     | Thread 4156  | InGaAs               | InGaAs shutdown      | 
2015.02.26 11:43:26.512 | CPU 57 RAM 38 | INFO     | Thread 4156  | daq                  | DAQ shutdown         | 
2015.02.26 11:43:26.522 | CPU 57 RAM 38 | INFO     | Thread 4156  | MicroHR              | MicroHR shutdown     | 
