2015.02.25 15:28:39.801 | CPU ?? RAM 37 | INFO     | Thread 6348  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 15:28:39.802 | CPU ?? RAM 37 | INFO     | Thread 6348  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 15:28:40.724 | CPU ?? RAM 37 | INFO     | Thread 4080  | InGaAs               | InGaAs initializing  | 
2015.02.25 15:28:40.724 | CPU ?? RAM 37 | INFO     | Thread 4080  | InGaAs               | InGaAs initializing  | 
2015.02.25 15:28:40.726 | CPU ?? RAM 37 | INFO     | Thread 6428  | daq                  | DAQ initializing     | 
2015.02.25 15:28:40.901 | CPU ?? RAM 37 | INFO     | Thread 4140  | MicroHR              | MicroHR initializing | 
2015.02.25 15:28:41.005 | CPU ?? RAM 38 | INFO     | Thread 6348  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 15:30:04.390 | CPU 27 RAM 38 | INFO     | Thread 6348  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 15:30:04.394 | CPU 27 RAM 38 | INFO     | Thread 6348  | InGaAs               | InGaAs shutdown      | 
2015.02.25 15:30:04.433 | CPU 27 RAM 38 | INFO     | Thread 6348  | daq                  | DAQ shutdown         | 
2015.02.25 15:30:04.467 | CPU 27 RAM 38 | INFO     | Thread 6348  | MicroHR              | MicroHR shutdown     | 
