2015.02.26 12:15:25.849 | CPU ?? RAM 38 | INFO     | Thread 7120  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.26 12:15:25.851 | CPU ?? RAM 38 | INFO     | Thread 7120  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.26 12:15:26.808 | CPU ?? RAM 38 | INFO     | Thread 6888  | daq                  | DAQ initializing     | 
2015.02.26 12:15:26.808 | CPU ?? RAM 38 | INFO     | Thread 6888  | daq                  | DAQ initializing     | 
2015.02.26 12:15:26.809 | CPU ?? RAM 38 | INFO     | Thread 7596  | daq                  | DAQ initializing     | 
2015.02.26 12:15:27.042 | CPU ?? RAM 38 | INFO     | Thread 7120  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.26 12:15:27.161 | CPU ?? RAM 38 | INFO     | Thread 812   | MicroHR              | MicroHR initializing | 
2015.02.26 12:16:21.601 | CPU 25 RAM 38 | INFO     | Thread 7120  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.26 12:16:21.604 | CPU 25 RAM 38 | INFO     | Thread 7120  | InGaAs               | InGaAs shutdown      | 
2015.02.26 12:16:21.680 | CPU 25 RAM 38 | INFO     | Thread 7120  | daq                  | DAQ shutdown         | 
2015.02.26 12:16:21.690 | CPU 25 RAM 38 | INFO     | Thread 7120  | MicroHR              | MicroHR shutdown     | 
