2015.02.25 15:19:57.397 | CPU ?? RAM 37 | INFO     | Thread 3832  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 15:19:57.398 | CPU ?? RAM 37 | INFO     | Thread 3832  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 15:19:58.359 | CPU ?? RAM 37 | INFO     | Thread 7216  | daq                  | DAQ initializing     | 
2015.02.25 15:19:58.359 | CPU ?? RAM 37 | INFO     | Thread 6604  | daq                  | DAQ initializing     | 
2015.02.25 15:19:58.359 | CPU ?? RAM 37 | INFO     | Thread 7216  | daq                  | DAQ initializing     | 
2015.02.25 15:19:58.359 | CPU ?? RAM 37 | INFO     | Thread 6604  | daq                  | DAQ initializing     | 
2015.02.25 15:19:58.770 | CPU ?? RAM 37 | INFO     | Thread 7172  | MicroHR              | MicroHR initializing | 
2015.02.25 15:19:58.792 | CPU ?? RAM 37 | INFO     | Thread 3832  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 15:20:48.471 | CPU 44 RAM 38 | INFO     | Thread 3832  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 15:20:48.474 | CPU 44 RAM 38 | INFO     | Thread 3832  | InGaAs               | InGaAs shutdown      | 
2015.02.25 15:20:48.506 | CPU 44 RAM 38 | INFO     | Thread 3832  | daq                  | DAQ shutdown         | 
2015.02.25 15:20:48.540 | CPU 44 RAM 38 | INFO     | Thread 3832  | MicroHR              | MicroHR shutdown     | 
