2015.02.25 10:03:25.084 | CPU ?? RAM 35 | INFO     | Thread 2728  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 10:03:25.085 | CPU ?? RAM 35 | INFO     | Thread 2728  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 10:03:25.996 | CPU ?? RAM 35 | INFO     | Thread 6572  | daq                  | DAQ initializing     | 
2015.02.25 10:03:26.016 | CPU ?? RAM 35 | INFO     | Thread 684   | InGaAs               | InGaAs initializing  | 
2015.02.25 10:03:26.463 | CPU ?? RAM 35 | INFO     | Thread 5352  | MicroHR              | MicroHR initializing | 
2015.02.25 10:03:26.467 | CPU ?? RAM 35 | INFO     | Thread 2728  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 10:04:56.539 | CPU 24 RAM 36 | INFO     | Thread 2728  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 10:04:56.542 | CPU 24 RAM 36 | INFO     | Thread 2728  | InGaAs               | InGaAs shutdown      | 
2015.02.25 10:04:56.549 | CPU 24 RAM 36 | INFO     | Thread 2728  | daq                  | DAQ shutdown         | 
2015.02.25 10:04:56.582 | CPU 24 RAM 36 | INFO     | Thread 2728  | MicroHR              | MicroHR shutdown     | 
