2015.02.25 20:19:42.796 | CPU ?? RAM 37 | INFO     | Thread 7744  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 20:19:42.799 | CPU ?? RAM 37 | INFO     | Thread 7744  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 20:19:43.736 | CPU ?? RAM 38 | INFO     | Thread 7972  | daq                  | DAQ initializing     | 
2015.02.25 20:19:43.736 | CPU ?? RAM 38 | INFO     | Thread 7972  | daq                  | DAQ initializing     | 
2015.02.25 20:19:43.736 | CPU ?? RAM 38 | INFO     | Thread 7268  | daq                  | DAQ initializing     | 
2015.02.25 20:19:43.891 | CPU ?? RAM 38 | INFO     | Thread 2192  | MicroHR              | MicroHR initializing | 
2015.02.25 20:19:43.921 | CPU ?? RAM 38 | INFO     | Thread 7744  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 20:19:49.835 | CPU ?? RAM 38 | INFO     | Thread 7744  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 20:19:49.838 | CPU ?? RAM 38 | INFO     | Thread 7744  | InGaAs               | InGaAs shutdown      | 
2015.02.25 20:19:49.910 | CPU ?? RAM 38 | INFO     | Thread 7744  | daq                  | DAQ shutdown         | 
2015.02.25 20:19:49.918 | CPU ?? RAM 38 | INFO     | Thread 7744  | MicroHR              | MicroHR shutdown     | 
