2015.02.25 12:00:58.832 | CPU ?? RAM 35 | INFO     | Thread 8112  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 12:00:58.834 | CPU ?? RAM 35 | INFO     | Thread 8112  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 12:00:59.759 | CPU ?? RAM 36 | INFO     | Thread 5708  | daq                  | DAQ initializing     | 
2015.02.25 12:00:59.759 | CPU ?? RAM 36 | INFO     | Thread 5708  | daq                  | DAQ initializing     | 
2015.02.25 12:00:59.759 | CPU ?? RAM 36 | INFO     | Thread 3496  | daq                  | DAQ initializing     | 
2015.02.25 12:01:00.252 | CPU ?? RAM 36 | INFO     | Thread 6588  | MicroHR              | MicroHR initializing | 
2015.02.25 12:01:00.267 | CPU ?? RAM 36 | INFO     | Thread 8112  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 12:01:06.895 | CPU ?? RAM 36 | INFO     | Thread 8112  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 12:01:06.898 | CPU ?? RAM 36 | INFO     | Thread 8112  | InGaAs               | InGaAs shutdown      | 
2015.02.25 12:01:06.904 | CPU ?? RAM 36 | INFO     | Thread 8112  | daq                  | DAQ shutdown         | 
2015.02.25 12:01:06.936 | CPU ?? RAM 36 | INFO     | Thread 8112  | MicroHR              | MicroHR shutdown     | 
