2015.02.25 20:06:38.750 | CPU ?? RAM 37 | INFO     | Thread 5820  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 20:06:38.753 | CPU ?? RAM 37 | INFO     | Thread 5820  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 20:06:39.746 | CPU ?? RAM 38 | INFO     | Thread 4136  | daq                  | DAQ initializing     | 
2015.02.25 20:06:39.746 | CPU ?? RAM 38 | INFO     | Thread 4556  | daq                  | DAQ initializing     | 
2015.02.25 20:06:39.746 | CPU ?? RAM 38 | INFO     | Thread 4136  | daq                  | DAQ initializing     | 
2015.02.25 20:06:39.746 | CPU ?? RAM 38 | INFO     | Thread 4556  | daq                  | DAQ initializing     | 
2015.02.25 20:06:39.917 | CPU ?? RAM 38 | INFO     | Thread 5820  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 20:06:39.969 | CPU ?? RAM 38 | INFO     | Thread 4196  | MicroHR              | MicroHR initializing | 
2015.02.25 20:06:52.444 | CPU 32 RAM 38 | INFO     | Thread 5820  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 20:06:52.447 | CPU 32 RAM 38 | INFO     | Thread 5820  | InGaAs               | InGaAs shutdown      | 
2015.02.25 20:06:52.546 | CPU 32 RAM 38 | INFO     | Thread 5820  | daq                  | DAQ shutdown         | 
2015.02.25 20:06:52.556 | CPU 32 RAM 38 | INFO     | Thread 5820  | MicroHR              | MicroHR shutdown     | 
