2015.02.25 17:05:14.898 | CPU ?? RAM 37 | INFO     | Thread 5884  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 17:05:14.904 | CPU ?? RAM 37 | INFO     | Thread 5884  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 17:05:15.852 | CPU ?? RAM 38 | INFO     | Thread 1812  | InGaAs               | InGaAs initializing  | 
2015.02.25 17:05:15.852 | CPU ?? RAM 38 | INFO     | Thread 1812  | InGaAs               | InGaAs initializing  | 
2015.02.25 17:05:15.854 | CPU ?? RAM 38 | INFO     | Thread 7824  | daq                  | DAQ initializing     | 
2015.02.25 17:05:16.155 | CPU ?? RAM 38 | INFO     | Thread 7856  | MicroHR              | MicroHR initializing | 
2015.02.25 17:05:16.194 | CPU ?? RAM 38 | INFO     | Thread 5884  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 17:07:22.265 | CPU 36 RAM 38 | INFO     | Thread 5884  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 17:07:22.267 | CPU 36 RAM 38 | INFO     | Thread 5884  | InGaAs               | InGaAs shutdown      | 
2015.02.25 17:07:22.431 | CPU 36 RAM 38 | INFO     | Thread 5884  | daq                  | DAQ shutdown         | 
2015.02.25 17:07:22.446 | CPU 36 RAM 38 | INFO     | Thread 5884  | MicroHR              | MicroHR shutdown     | 
