2015.02.25 16:20:55.956 | CPU ?? RAM 37 | INFO     | Thread 4120  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 16:20:55.957 | CPU ?? RAM 37 | INFO     | Thread 4120  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 16:20:56.904 | CPU ?? RAM 37 | INFO     | Thread 8080  | daq                  | DAQ initializing     | 
2015.02.25 16:20:56.904 | CPU ?? RAM 37 | INFO     | Thread 8080  | daq                  | DAQ initializing     | 
2015.02.25 16:20:56.904 | CPU ?? RAM 37 | INFO     | Thread 5196  | daq                  | DAQ initializing     | 
2015.02.25 16:20:57.033 | CPU ?? RAM 37 | INFO     | Thread 3316  | MicroHR              | MicroHR initializing | 
2015.02.25 16:20:57.063 | CPU ?? RAM 38 | INFO     | Thread 4120  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 16:21:04.658 | CPU ?? RAM 38 | INFO     | Thread 4120  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 16:21:04.661 | CPU ?? RAM 38 | INFO     | Thread 4120  | InGaAs               | InGaAs shutdown      | 
2015.02.25 16:21:04.678 | CPU ?? RAM 38 | INFO     | Thread 4120  | daq                  | DAQ shutdown         | 
2015.02.25 16:21:04.687 | CPU ?? RAM 38 | INFO     | Thread 4120  | MicroHR              | MicroHR shutdown     | 
