2015.02.25 20:20:54.265 | CPU ?? RAM 37 | INFO     | Thread 6428  | project_globals      | Debug                | PyCMDS is in debug mode
2015.02.25 20:20:54.266 | CPU ?? RAM 37 | INFO     | Thread 6428  | PyCMDS_ui            | Startup              | PyCMDS is attempting startup
2015.02.25 20:20:55.358 | CPU ?? RAM 38 | INFO     | Thread 7276  | daq                  | DAQ initializing     | 
2015.02.25 20:20:55.358 | CPU ?? RAM 38 | INFO     | Thread 7276  | daq                  | DAQ initializing     | 
2015.02.25 20:20:55.358 | CPU ?? RAM 38 | INFO     | Thread 8028  | daq                  | DAQ initializing     | 
2015.02.25 20:20:55.522 | CPU ?? RAM 38 | INFO     | Thread 7820  | MicroHR              | MicroHR initializing | 
2015.02.25 20:20:55.542 | CPU ?? RAM 38 | INFO     | Thread 6428  | PyCMDS_ui            | Startup              | PyCMDS MainWindow __init__ finished
2015.02.25 20:21:48.299 | CPU 27 RAM 38 | INFO     | Thread 6428  | PyCMDS_ui            | Shutdown             | PyCMDS is attempting shutdown
2015.02.25 20:21:48.302 | CPU 27 RAM 38 | INFO     | Thread 6428  | InGaAs               | InGaAs shutdown      | 
2015.02.25 20:21:48.380 | CPU 27 RAM 38 | INFO     | Thread 6428  | daq                  | DAQ shutdown         | 
2015.02.25 20:21:48.390 | CPU 27 RAM 38 | INFO     | Thread 6428  | MicroHR              | MicroHR shutdown     | 
